# t in ms 	| U in V
-46		0.00054
-44.85		-3.48
-43.7		-15.038
-42.55		0.00054
-41.4		0.00054
-40.25		0.00054
-39.1		-7.5
-37.95		-3.48
-36.8		0.00054
-35.65		-7.5
-34.5		-7.5
-33.35		0.00054
-32.2		-7.5
-31.05		-15.54
-29.9		8.078
-28.75		-11.018
-27.6		-7.5
-26.45		0.00054
-25.3		0.00054
-24.15		0.000038
-23		-15.038
-21.85		-7.5
-20.7		0.00054
-19.55		-7.5
-18.4		-7.5
-17.25		0.00054
-16.1		-7.5
-14.95		-11.018
-13.8		8.078
-12.65		-11.52
-11.5		0.000038
-10.35		0.000038
-9.2		-15.038
-8.05		-7.5
-6.9		-23.078
-5.75		-3.48
-4.6		-15.038
-3.45		-15.038
-2.3		-7.5
-1.15		-7.5
-0.0E+00		635.214
1.15		377.927
2.3		209.083
3.45		116.621
4.6		48.781
5.75		24.661
6.9		-7.5
8.05		-31.118
9.2		-55.239
10.35		-67.299
11.5		-71.319
12.65		-51.219
13.8		-39.661
14.95		-7.5
16.1		24.661
17.25		52.802
18.4		120.641
19.55		197.525
20.7		354.309
21.85		571.394
23		426.671
24.15		289.987
25.3		193.003
26.45		108.58
27.6		64.862
28.75		12.098
29.9		0.000038
31.05		-27.098
32.2		-23.58
33.35		-31.621
34.5		-31.621
35.65		-11.52
36.8		-7.5
37.95		52.802
39.1		88.48
40.25		165.364
41.4		257.324
42.55		402.55
43.7		547.274
44.85		410.088
46		249.284
47.15		140.741
48.3		72.902
49.45		36.219
50.6		-7.5
51.75		-19.058
52.9		-31.621
54.05		-59.761
55.2		-63.279
56.35		-35.641
57.5		-23.58
58.65		-7.5
59.8		24.661
60.95		56.822
62.1		105.063
63.25		197.525
64.4		330.188
65.55		507.073
66.7		466.369
67.85		277.425
69		184.962
70.15		113.103
71.3		64.359
72.45		20.641
73.6		8.078
74.75		-23.58
75.9		-39.661
77.05		-43.178
78.2		-31.621
79.35		-23.078
80.5		0.000038
81.65		20.138
82.8		64.862
83.95		125.163
85.1		217.626
86.25		338.229
87.4		499.033
88.55		454.309
89.7		241.746
90.85		156.822
92		96.52
93.15		36.219
94.3		0.00054
95.45		-19.56
96.6		-23.58
97.75		-47.198
98.9		8.078
100.05		-59.761
101.2		-31.621
102.35		-7.5
103.5		8.58
104.65		48.781
105.8		112.601
106.95		177.425
108.1		257.827
109.25		454.812
110.4		498.53
111.55		325.666
112.7		209.083
113.85		121.143
115		72.399
116.15		36.219
117.3		-7.5
118.45		-7.5
119.6		-39.158
120.75		-47.701
121.9		-39.661
123.05		-19.56
124.2		16.118
125.35		20.641
126.5		48.781
127.65		109.083
128.8		193.003
129.95		294.008
131.1		450.791
132.25		495.013
133.4		305.565
134.55		188.982
135.7		112.601
136.85		44.259
138		24.158
139.15		-11.52
140.3		-31.621
141.45		-59.761
142.6		-71.319
143.75		-55.741
144.9		-47.198
146.05		-23.58
147.2		8.58
148.35		44.761
149.5		80.942
150.65		137.224
151.8		233.706
152.95		378.43
154.1		490.992
155.25		345.766
156.4		225.163
157.55		145.264
158.7		88.48
159.85		40.741
161		0.000038
162.15		-15.54
163.3		-15.54
164.45		-39.661
165.6		-15.54
166.75		-27.098
167.9		-7.5
169.05		8.58
170.2		24.661
171.35		84.962
172.5		129.183
173.65		233.706
174.8		394.51
175.95		494.51
177.1		361.847
178.25		217.626
179.4		136.721
180.55		68.379
181.7		32.198
182.85		4.56
184		-7.5
185.15		-39.661
186.3		-39.158
187.45		-63.781
188.6		-39.661
189.75		-11.018
190.9		-7.5
192.05		28.681
193.2		80.44
194.35		129.183
195.5		201.545
196.65		333.706
197.8		482.952
198.95		377.927
200.1		241.244
201.25		157.324
202.4		88.982
203.55		36.219
204.7		16.118
205.85		-11.018
207		-23.58
208.15		-35.138
209.3		-31.621
210.45		-23.078
211.6		-23.078
212.75		-15.54
213.9		16.621
215.05		60.842
216.2		121.143
217.35		189.485
218.5		306.068
219.65		486.972
220.8		386.47
221.95		253.304
223.1		152.802
224.25		97.023
225.4		40.741
226.55		4.058
227.7		-7.5
228.85		-27.098
230		-55.239
231.15		-51.219
232.3		-31.621
233.45		-15.54
234.6		0.000038
235.75		16.118
236.9		64.359
238.05		105.063
239.2		177.425
240.35		281.947
241.5		450.791
242.65		418.631
243.8		265.364
244.95		152.802
246.1		96.52
247.25		44.761
248.4		0.00054
249.55		-15.54
250.7		-15.54
251.85		-27.098
253		-23.58
254.15		-27.601
255.3		-15.54
256.45		-15.038
257.6		16.621
258.75		48.781
259.9		113.103
261.05		177.425
262.2		273.907
263.35		438.731
264.5		418.631
265.65		257.827
266.8		168.882
267.95		88.982
269.1		40.741
270.25		20.138
271.4		-7.5
272.55		-39.158
273.7		-39.661
274.85		-43.178
276		-31.621
277.15		-23.58
278.3		-7.5
279.45		12.601
280.6		48.781
281.75		93.003
282.9		153.304
284.05		261.847
285.2		410.59
286.35		438.229
287.5		297.525
288.65		172.902
289.8		104.56
290.95		48.781
292.1		8.58
293.25		-3.982
294.4		-31.118
295.55		-31.621
296.7		-31.621
297.85		-39.661
299		-23.58
300.15		-7.5
301.3		0.00054
302.45		24.661
303.6		88.48
304.75		149.284
305.9		233.706
307.05		374.41
308.2		434.711
309.35		298.028
310.5		193.003
311.65		121.143
312.8		80.44
313.95		32.701
315.1		8.078
316.25		-19.058
317.4		-23.58
318.55		-47.701
319.7		-47.198
320.85		-31.621
322		-15.038
323.15		24.661
324.3		48.781
325.45		84.962
326.6		153.304
327.75		233.204
328.9		362.349
330.05		454.812
331.2		289.485
332.35		173.405
333.5		104.56
334.65		48.781
335.8		24.158
336.95		-11.018
338.1		-15.54
339.25		-31.621
340.4		-39.661
341.55		-47.701
342.7		-39.158
343.85		-15.54
345		-7.5
346.15		36.721
347.3		64.862
348.45		113.103
349.6		201.545
350.75		326.168
351.9		442.751
353.05		341.746
354.2		225.163
355.35		132.701
356.5		80.942
357.65		48.781
358.8		16.621
359.95		-11.018
361.1		-23.58
362.25		-47.701
363.4		-39.158
364.55		-23.58
365.7		-7.5
366.85		12.098
368		32.198
369.15		64.862
370.3		129.183
371.45		193.505
372.6		314.108
373.75		438.731
374.9		353.807
376.05		201.043
377.2		97.023
378.35		76.42
379.5		32.198
380.65		0.00054
381.8		-7.5
382.95		-31.621
384.1		-31.621
385.25		-43.178
386.4		-39.158
387.55		-27.098
388.7		0.000038
389.85		16.118
391		64.359
392.15		100.54
393.3		177.425
394.45		273.907
395.6		410.59
396.75		381.947
397.9		233.706
399.05		148.781
400.2		96.52
401.35		48.781
402.5		8.58
403.65		-11.018
404.8		-15.54
405.95		-31.621
407.1		-31.621
408.25		-19.56
409.4		-7.5
410.55		-3.48
411.7		24.158
412.85		56.822
414		97.023
415.15		161.344
416.3		249.786
417.45		402.55
418.6		385.967
419.75		249.786
420.9		144.761
422.05		80.942
423.2		40.741
424.35		12.601
425.5		-7.5
426.65		-31.621
427.8		-31.621
428.95		-27.601
430.1		-23.58
431.25		-15.54
432.4		-23.078
433.55		-11.018
434.7		32.701
435.85		76.922
437		129.183
438.15		221.646
439.3		386.47
440.45		406.57
441.6		257.827
442.75		164.862
443.9		112.601
445.05		68.379
446.2		32.198
447.35		0.00054
448.5		-7.5
449.65		-31.118
450.8		-23.078
451.95		-23.078
453.1		-15.54
454.25		4.56
455.4		24.158
456.55		44.761
457.7		80.942
458.85		140.741
460		233.706
461.15		378.43
462.3		386.47
463.45		257.827
464.6		137.224
465.75		80.942
466.9		32.701
468.05		12.601
469.2		0.000038
470.35		-23.58
471.5		-39.661
472.65		-51.219
473.8		-31.621
474.95		-23.58
476.1		-15.038
477.25		-3.48
478.4		24.661
479.55		72.399
480.7		121.143
481.85		189.485
483		330.188
484.15		398.028
485.3		273.907
486.45		181.445
487.6		97.023
488.75		60.339
489.9		16.621
491.05		0.00054
492.2		-23.078
493.35		-27.098
494.5		-31.118
495.65		-27.098
496.8		-31.118
497.95		-11.018
499.1		16.118
500.25		24.661
501.4		72.902
502.55		129.183
503.7		193.505
504.85		326.168
506		410.59
507.15		289.485
508.3		168.882
509.45		101.043
510.6		64.359
511.75		24.661
512.9		-15.038
514.05		-15.54
515.2		-23.58
516.35		-31.621
517.5		-23.58
518.65		-27.601
519.8		-15.038
520.95		0.00054
522.1		32.701
523.25		52.299
524.4		112.601
525.55		177.425
526.7		298.028
527.85		406.57
529		298.028
530.15		188.982
531.3		105.063
532.45		64.862
533.6		40.239
534.75		0.00054
535.9		-15.54
537.05		-15.54
538.2		-39.158
539.35		-31.621
540.5		-15.54
541.65		-11.52
542.8		-7.5
543.95		24.661
545.1		56.822
546.25		100.54
547.4		177.425
548.55		294.008
549.7		394.51
550.85		313.606
552		193.003
553.15		105.063
554.3		48.781
555.45		28.178
556.6		0.00054
557.75		-15.54
558.9		-23.58
560.05		-35.641
561.2		-31.621
562.35		-31.621
563.5		-23.078
564.65		-15.54
565.8		16.621
566.95		32.701
568.1		88.982
569.25		153.304
570.4		249.786
571.55		378.43
572.7		345.766
573.85		217.626
575		121.143
576.15		84.962
577.3		48.279
578.45		8.078
579.6		-7.5
580.75		-7.5
581.9		-31.118
583.05		-23.58
584.2		-7.5
585.35		-15.54
586.5		-7.5
587.65		24.661
588.8		64.359
589.95		88.48
591.1		161.344
592.25		241.244
593.4		370.389
594.55		345.766
595.7		209.083
596.85		132.701
598		80.44
599.15		32.198
600.3		-7.5
601.45		-23.58
602.6		-23.58
603.75		-43.681
604.9		-47.198
606.05		-39.661
607.2		-31.621
608.35		-7.5
609.5		0.00054
610.65		44.761
611.8		80.942
612.95		124.661
614.1		209.585
615.25		346.269
616.4		361.847
617.55		245.766
618.7		145.264
619.85		96.52
621		48.781
622.15		12.601
623.3		8.58
624.45		-19.058
625.6		-15.54
626.75		-19.56
627.9		-15.54
629.05		-11.018
630.2		0.000038
631.35		0.00054
632.5		24.661
633.65		84.962
634.8		128.681
635.95		193.505
637.1		314.108
638.25		353.807
639.4		241.746
640.55		156.822
641.7		104.56
642.85		52.299
644		16.621
645.15		-7.5
646.3		-23.078
647.45		-23.58
648.6		-39.158
649.75		-31.621
650.9		-23.58
652.05		-3.48
653.2		-7.5
654.35		40.741
655.5		56.822
656.65		101.043
657.8		177.425
658.95		298.028
660.1		354.309
661.25		253.304
662.4		168.882
663.55		93.003
664.7		40.741
665.85		20.641
667		0.00054
668.15		-23.58
669.3		-23.58
670.45		-19.56
671.6		-31.118
672.75		-19.56
673.9		-23.078
675.05		-7.5
676.2		16.621
677.35		60.339
678.5		88.982
679.65		165.364
680.8		273.907
681.95		370.389
683.1		289.485
684.25		168.882
685.4		105.063
686.55		48.279
687.7		16.621
688.85		-7.5
690		-15.54
691.15		-7.5
692.3		-23.58
693.45		-31.621
694.6		-31.118
695.75		-15.038
696.9		8.58
698.05		20.641
699.2		48.781
700.35		109.083
701.5		161.344
702.65		257.827
703.8		377.927
704.95		273.405
706.1		176.922
707.25		109.083
708.4		64.359
709.55		24.158
710.7		-7.5
711.85		-11.52
713		-39.158
714.15		-27.601
715.3		-31.118
716.45		-31.621
717.6		-23.078
718.75		-11.018
719.9		32.198
721.05		52.299
722.2		97.023
723.35		137.224
724.5		241.746
725.65		350.289
726.8		289.485
727.95		181.445
729.1		97.023
730.25		56.319
731.4		32.701
732.55		12.098
733.7		-7.5
734.85		-19.058
736		-31.118
737.15		-31.621
738.3		-23.58
739.45		-15.038
740.6		-7.5
741.75		12.098
742.9		32.701
744.05		80.942
